;;;;;;;;;;
ORDEN;NOMBRE REGIÓN;Código Región;NOMBRE PROVINCIA;Código Provincia;NOMBRE COMUNA;Código Comuna;Edad;Hombres;Mujeres;TOTAL
3303;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;10 a 14;1.041;956;1.997
3304;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;15 a 19;1.059;992;2.051
3305;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;20 a 24;1.011;989;2.000
3306;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;25 a 29;1.098;1.048;2.146
3307;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;30 a 34;941;917;1.858
3308;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;35 a 39;925;923;1.848
3309;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;40 a 44;1.038;1.108;2.146
3310;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;45 a 49;1.046;1.052;2.098
3311;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;50 a 54;1.030;1.002;2.032
3312;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;55 a 59;887;811;1.698
3313;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;60 a 64;647;629;1.276
3314;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;65 a 69;472;499;971
3315;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;70 a 74;353;364;717
3316;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;75 a 79;255;244;499
3317;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;80 a 84;136;160;296
3318;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;85 a 89;71;89;160
3319;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;90 a 94;29;44;73
3320;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;95 a 99;6;9;15
3321;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;REQUÍNOA;6116;100 o más;4;2;6
3322;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;Total Comunal;23.302;23.464;46.766
3323;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;0 a 4;1.462;1.373;2.835
3324;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;5 a 9;1.732;1.583;3.315
3325;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;10 a 14;1.608;1.456;3.064
3326;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;15 a 19;1.580;1.470;3.050
3327;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;20 a 24;1.393;1.322;2.715
3328;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;25 a 29;1.673;1.722;3.395
3329;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;30 a 34;1.531;1.549;3.080
3330;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;35 a 39;1.532;1.609;3.141
3331;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;40 a 44;1.639;1.682;3.321
3332;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;45 a 49;1.599;1.628;3.227
3333;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;50 a 54;1.754;1.889;3.643
3334;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;55 a 59;1.529;1.586;3.115
3335;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;60 a 64;1.294;1.330;2.624
3336;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;65 a 69;972;1.038;2.010
3337;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;70 a 74;815;815;1.630
3338;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;75 a 79;547;586;1.133
3339;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;80 a 84;361;394;755
3340;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;85 a 89;197;299;496
3341;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;90 a 94;58;89;147
3342;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;95 a 99;17;39;56
3343;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CACHAPOAL;61;SAN VICENTE;6117;100 o más;9;5;14
3344;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;Total Comunal;8.289;8.105;16.394
3345;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;0 a 4;532;469;1.001
3346;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;5 a 9;542;530;1.072
3347;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;10 a 14;549;478;1.027
3348;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;15 a 19;504;468;972
3349;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;20 a 24;460;393;853
3350;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;25 a 29;613;644;1.257
3351;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;30 a 34;609;622;1.231
3352;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;35 a 39;578;562;1.140
3353;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;40 a 44;574;575;1.149
3354;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;45 a 49;593;580;1.173
3355;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;50 a 54;605;624;1.229
3356;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;55 a 59;596;561;1.157
3357;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;60 a 64;470;474;944
3358;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;65 a 69;392;351;743
3359;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;70 a 74;279;274;553
3360;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;75 a 79;178;229;407
3361;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;80 a 84;121;146;267
3362;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;85 a 89;68;82;150
3363;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;90 a 94;23;30;53
3364;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;95 a 99;2;13;15
3365;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PICHILEMU;6201;100 o más;1;0;1
3366;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;Total Comunal;1.603;1.438;3.041
3367;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;0 a 4;63;68;131
3368;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;5 a 9;95;84;179
3369;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;10 a 14;86;96;182
3370;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;15 a 19;83;68;151
3371;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;20 a 24;78;65;143
3372;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;25 a 29;99;77;176
3373;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;30 a 34;103;95;198
3374;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;35 a 39;95;81;176
3375;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;40 a 44;116;89;205
3376;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;45 a 49;110;117;227
3377;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;50 a 54;146;114;260
3378;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;55 a 59;141;121;262
3379;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;60 a 64;116;95;211
3380;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;65 a 69;96;80;176
3381;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;70 a 74;71;72;143
3382;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;75 a 79;48;50;98
3383;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;80 a 84;31;21;52
3384;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;85 a 89;18;25;43
3385;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;90 a 94;6;18;24
3386;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;95 a 99;0;1;1
3387;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LA ESTRELLA;6202;100 o más;2;1;3
3388;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;Total Comunal;3.287;3.007;6.294
3389;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;0 a 4;190;168;358
3390;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;5 a 9;213;203;416
3391;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;10 a 14;209;172;381
3392;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;15 a 19;177;178;355
3393;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;20 a 24;200;174;374
3394;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;25 a 29;219;221;440
3395;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;30 a 34;214;213;427
3396;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;35 a 39;192;167;359
3397;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;40 a 44;213;218;431
3398;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;45 a 49;236;241;477
3399;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;50 a 54;258;226;484
3400;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;55 a 59;260;195;455
3401;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;60 a 64;181;180;361
3402;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;65 a 69;190;157;347
3403;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;70 a 74;141;102;243
3404;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;75 a 79;90;79;169
3405;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;80 a 84;59;58;117
3406;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;85 a 89;30;38;68
3407;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;90 a 94;13;10;23
3408;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;95 a 99;2;6;8
3409;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;LITUECHE;6203;100 o más;0;1;1
3410;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;Total Comunal;3.745;3.563;7.308
3411;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;0 a 4;191;201;392
3412;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;5 a 9;207;200;407
3413;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;10 a 14;228;230;458
3414;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;15 a 19;209;224;433
3415;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;20 a 24;207;200;407
3416;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;25 a 29;246;213;459
3417;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;30 a 34;236;235;471
3418;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;35 a 39;225;221;446
3419;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;40 a 44;287;254;541
3420;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;45 a 49;282;278;560
3421;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;50 a 54;320;259;579
3422;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;55 a 59;274;254;528
3423;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;60 a 64;220;208;428
3424;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;65 a 69;200;185;385
3425;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;70 a 74;151;149;300
3426;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;75 a 79;132;99;231
3427;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;80 a 84;74;63;137
3428;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;85 a 89;36;60;96
3429;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;90 a 94;14;24;38
3430;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;95 a 99;5;4;9
3431;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;MARCHIHUE;6204;100 o más;1;2;3
3432;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;Total Comunal;3.475;3.166;6.641
3433;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;0 a 4;196;177;373
3434;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;5 a 9;188;182;370
3435;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;10 a 14;170;155;325
3436;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;15 a 19;176;167;343
3437;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;20 a 24;162;132;294
3438;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;25 a 29;221;195;416
3439;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;30 a 34;197;208;405
3440;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;35 a 39;210;168;378
3441;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;40 a 44;215;152;367
3442;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;45 a 49;260;210;470
3443;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;50 a 54;267;254;521
3444;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;55 a 59;271;249;520
3445;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;60 a 64;232;213;445
3446;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;65 a 69;223;192;415
3447;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;70 a 74;192;188;380
3448;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;75 a 79;137;127;264
3449;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;80 a 84;99;86;185
3450;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;85 a 89;43;75;118
3451;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;90 a 94;16;27;43
3452;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;95 a 99;0;6;6
3453;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;NAVIDAD;6205;100 o más;0;3;3
3454;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;Total Comunal;3.220;2.968;6.188
3455;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;0 a 4;143;144;287
3456;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;5 a 9;167;178;345
3457;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;10 a 14;174;173;347
3458;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;15 a 19;184;159;343
3459;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;20 a 24;160;148;308
3460;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;25 a 29;179;173;352
3461;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;30 a 34;174;160;334
3462;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;35 a 39;181;165;346
3463;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;40 a 44;236;203;439
3464;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;45 a 49;269;249;518
3465;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;50 a 54;288;222;510
3466;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;55 a 59;271;220;491
3467;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;60 a 64;221;168;389
3468;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;65 a 69;152;165;317
3469;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;70 a 74;145;136;281
3470;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;75 a 79;115;131;246
3471;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;80 a 84;92;83;175
3472;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;85 a 89;46;49;95
3473;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;90 a 94;17;31;48
3474;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;95 a 99;4;10;14
3475;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;CARDENAL CARO;62;PAREDONES;6206;100 o más;2;1;3
3476;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;Total Comunal;36.077;37.896;73.973
3477;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;0 a 4;2.538;2.599;5.137
3478;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;5 a 9;2.815;2.690;5.505
3479;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;10 a 14;2.758;2.382;5.140
3480;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;15 a 19;2.784;2.533;5.317
3481;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;20 a 24;2.380;2.299;4.679
3482;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;25 a 29;2.754;2.845;5.599
3483;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;30 a 34;2.502;2.680;5.182
3484;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;35 a 39;2.412;2.569;4.981
3485;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;40 a 44;2.473;2.710;5.183
3486;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;45 a 49;2.424;2.589;5.013
3487;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;50 a 54;2.533;2.744;5.277
3488;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;55 a 59;2.163;2.424;4.587
3489;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;60 a 64;1.721;1.982;3.703
3490;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;65 a 69;1.344;1.469;2.813
3491;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;70 a 74;1.036;1.241;2.277
3492;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;75 a 79;713;891;1.604
3493;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;80 a 84;405;600;1.005
3494;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;85 a 89;228;421;649
3495;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;90 a 94;73;170;243
3496;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;95 a 99;18;48;66
3497;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;SAN FERNANDO;6301;100 o más;3;10;13
3498;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;CHÉPICA;6302;Total Comunal;7.577;7.460;15.037
3499;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;CHÉPICA;6302;0 a 4;495;467;962
3500;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;CHÉPICA;6302;5 a 9;490;482;972
3501;LIBERTADOR GENERAL BERNARDO O'HIGGINS;6;COLCHAGUA;63;CHÉPICA;6302;10 a 14;462;466;928
